category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0008039	0.0193582788493326	0.993302583961216	9	50	synaptic target recognition	BP	0.91048258175773	1
GO:0040013	0.0193920402236282	0.99541347501347	6	19	negative regulation of locomotion	BP	0.91048258175773	1
GO:0072698	0.0195242775633057	0.9969118381811	4	13	protein localization to microtubule cytoskeleton	BP	0.91048258175773	1
GO:0044282	0.0196865102463573	0.98930464701761	23	170	small molecule catabolic process	BP	0.91048258175773	1
GO:0022836	0.0197522941342708	0.991550824561815	12	202	gated channel activity	MF	0.91048258175773	1
GO:0007599	0.0197887733563525	0.997247582775345	4	9	hemostasis	BP	0.91048258175773	1
GO:0050817	0.0197887733563525	0.997247582775345	4	9	coagulation	BP	0.91048258175773	1
GO:0050308	0.0200064395818472	0.999407180557289	2	3	sugar-phosphatase activity	MF	0.91048258175773	1
GO:0042770	0.0200901842725229	0.992714968926529	10	44	signal transduction in response to DNA damage	BP	0.91048258175773	1
GO:0005518	0.0200976575509729	0.998065824939137	3	7	collagen binding	MF	0.91048258175773	1
GO:0070522	0.0201750882241775	1	1	1	ERCC4-ERCC1 complex	CC	0.91048258175773	1
GO:0006213	0.0202014720530821	0.997839501917569	3	9	pyrimidine nucleoside metabolic process	BP	0.91048258175773	1
GO:0046135	0.0202014720530821	0.997839501917569	3	9	pyrimidine nucleoside catabolic process	BP	0.91048258175773	1
GO:0016832	0.0204374993670392	0.998195598880029	3	6	aldehyde-lyase activity	MF	0.917733887018443	1
GO:0046680	0.020674605301569	0.998770584759245	2	9	response to DDT	BP	0.922553817106065	1
GO:0060251	0.0206959019065877	0.996032807689727	5	13	regulation of glial cell proliferation	BP	0.922553817106065	1
GO:1901071	0.0208881526511722	0.994557866223057	6	31	glucosamine-containing compound metabolic process	BP	0.927737805386971	1
GO:0006950	0.0213720432030144	0.983026088122524	158	1317	response to stress	BP	0.943915788844113	1
GO:1901135	0.021406965245605	0.985214468439387	57	507	carbohydrate derivative metabolic process	BP	0.943915788844113	1
GO:0017020	0.0220254664002156	1	1	1	myosin phosphatase regulator activity	MF	0.96593382441144	1
GO:0015748	0.0220849054494909	0.992980664829091	8	33	organophosphate ester transport	BP	0.96593382441144	1
GO:0042554	0.0223949648982101	1	1	1	superoxide anion generation	BP	0.96593382441144	1
GO:0043020	0.0223949648982101	1	1	1	NADPH oxidase complex	CC	0.96593382441144	1
GO:0106292	0.0223949648982101	1	1	1	superoxide-generating NADPH oxidase activity	MF	0.96593382441144	1
GO:0015267	0.0224598989792737	0.988416019813124	18	275	channel activity	MF	0.96593382441144	1
GO:0022803	0.0224598989792737	0.988416019813124	18	275	passive transmembrane transporter activity	MF	0.96593382441144	1
GO:0045792	0.022588958872945	0.994295138520403	6	22	negative regulation of cell size	BP	0.968075591839123	1
GO:0032240	0.0227642669931437	1	1	1	negative regulation of nucleobase-containing compound transport	BP	0.971179901786302	1
GO:0015453	0.0229236191391052	0.993227999075896	7	32	oxidoreduction-driven active transmembrane transporter activity	MF	0.971179901786302	1
GO:0050896	0.0230080969261891	0.980758801812463	303	3001	response to stimulus	BP	0.971179901786302	1
GO:0046661	0.0235220180799119	0.992464667670434	8	32	male sex differentiation	BP	0.971179901786302	1
GO:0035250	0.0235345609375963	0.995870182267463	4	16	UDP-galactosyltransferase activity	MF	0.971179901786302	1
GO:0048934	0.0235347021232938	0.996374911017912	4	10	peripheral nervous system neuron differentiation	BP	0.971179901786302	1
GO:0048935	0.0235347021232938	0.996374911017912	4	10	peripheral nervous system neuron development	BP	0.971179901786302	1
GO:0015849	0.0235968040167134	0.989871352563409	12	100	organic acid transport	BP	0.971179901786302	1
GO:0005471	0.0237745857732196	1	2	2	ATP:ADP antiporter activity	MF	0.971179901786302	1
GO:0015866	0.0237745857732196	1	2	2	ADP transport	BP	0.971179901786302	1
GO:0015867	0.0237745857732196	1	2	2	ATP transport	BP	0.971179901786302	1
GO:0072530	0.0237745857732196	1	2	2	purine-containing compound transmembrane transport	BP	0.971179901786302	1
GO:0140021	0.0237745857732196	1	2	2	mitochondrial ADP transmembrane transport	BP	0.971179901786302	1
GO:1990544	0.0237745857732196	1	2	2	mitochondrial ATP transmembrane transport	BP	0.971179901786302	1
GO:0006862	0.0239248341468388	0.997534969038183	3	7	nucleotide transport	BP	0.974059747564965	1
GO:0061343	0.0243960431174812	0.995253343537612	5	12	cell adhesion involved in heart morphogenesis	BP	0.989944420720651	1
GO:1901136	0.0245535909634358	0.989962795215231	11	74	carbohydrate derivative catabolic process	BP	0.993038278236441	1
GO:0004152	0.0251167029823966	1	2	2	dihydroorotate dehydrogenase activity	MF	1	1
GO:0044106	0.0254302102753124	0.993020718575214	6	33	cellular amine metabolic process	BP	1	1
GO:0005977	0.0256004846599431	0.990414120164977	10	41	glycogen metabolic process	BP	1	1
GO:0006073	0.0256004846599431	0.990414120164977	10	41	cellular glucan metabolic process	BP	1	1
GO:0006112	0.0256004846599431	0.990414120164977	10	41	energy reserve metabolic process	BP	1	1
GO:0044042	0.0256004846599431	0.990414120164977	10	41	glucan metabolic process	BP	1	1
GO:0006633	0.0256045713098423	0.989949793942816	10	71	fatty acid biosynthetic process	BP	1	1
GO:0014016	0.0256163039298927	0.992004459969258	7	44	neuroblast differentiation	BP	1	1
GO:0051262	0.0256893135553087	0.997517020041244	3	6	protein tetramerization	BP	1	1
GO:0006545	0.0258215385885375	0.998769631177641	2	4	glycine biosynthetic process	BP	1	1
GO:0005976	0.0261490246784514	0.98960022080607	11	47	polysaccharide metabolic process	BP	1	1
GO:0044264	0.0261490246784514	0.98960022080607	11	47	cellular polysaccharide metabolic process	BP	1	1
GO:0009308	0.0262642332813579	0.992715895663883	6	34	amine metabolic process	BP	1	1
GO:0031983	0.0264078499944594	1	2	2	vesicle lumen	CC	1	1
GO:0015766	0.0265786128282358	0.998713375597477	2	4	disaccharide transport	BP	1	1
GO:0015772	0.0265786128282358	0.998713375597477	2	4	oligosaccharide transport	BP	1	1
GO:0050998	0.0279129161498598	1	1	1	nitric-oxide synthase binding	MF	1	1
GO:0006821	0.0280152820509141	0.99216096004378	6	32	chloride transport	BP	1	1
GO:0019203	0.0281450622008342	0.998377180235014	2	5	carbohydrate phosphatase activity	MF	1	1
GO:0038061	0.0281654439572625	0.997592186077239	3	5	NIK/NF-kappaB signaling	BP	1	1
GO:0006833	0.0283926886179395	0.998216575066608	2	6	water transport	BP	1	1
GO:0047369	0.0286449950603756	1	1	1	succinate-hydroxymethylglutarate CoA-transferase activity	MF	1	1
GO:0008038	0.0288453881465927	0.984622861346349	20	116	neuron recognition	BP	1	1
GO:0010559	0.0289968729980083	0.997491510886791	3	5	regulation of glycoprotein biosynthetic process	BP	1	1
GO:1903018	0.0289968729980083	0.997491510886791	3	5	regulation of glycoprotein metabolic process	BP	1	1
GO:0003008	0.029069113166557	0.979763716226094	52	681	system process	BP	1	1
GO:0008233	0.029274516799145	0.980661745680656	40	498	peptidase activity	MF	1	1
GO:0016538	0.029373908315349	0.992173700273051	6	21	cyclin-dependent protein serine/threonine kinase regulator activity	MF	1	1
GO:0045719	0.0293761729121956	1	1	1	negative regulation of glycogen biosynthetic process	BP	1	1
GO:0030509	0.0295985844399947	0.986803786936629	13	64	BMP signaling pathway	BP	1	1
GO:0071773	0.0295985844399947	0.986803786936629	13	64	cellular response to BMP stimulus	BP	1	1
GO:0072531	0.0296353718960872	0.99890938963824	2	3	pyrimidine-containing compound transmembrane transport	BP	1	1
GO:0097574	0.0301071745065018	0.995933071090025	4	7	lateral part of cell	CC	1	1
GO:0060393	0.0303042719777704	0.996360011891283	3	8	regulation of pathway-restricted SMAD protein phosphorylation	BP	1	1
GO:0030514	0.0305940834799691	0.99061288455332	7	27	negative regulation of BMP signaling pathway	BP	1	1
GO:0007588	0.0308837073299664	0.995977563765376	3	10	excretion	BP	1	1
GO:0032881	0.0309145170540243	0.992667743018734	5	20	regulation of polysaccharide metabolic process	BP	1	1
GO:0070873	0.0309145170540243	0.992667743018734	5	20	regulation of glycogen metabolic process	BP	1	1
GO:0003014	0.0310528642925482	0.99231519999133	5	27	renal system process	BP	1	1
GO:0008442	0.0315641665167125	1	1	1	3-hydroxyisobutyrate dehydrogenase activity	MF	1	1
GO:0015106	0.031631148080008	1	2	2	bicarbonate transmembrane transporter activity	MF	1	1
GO:0048088	0.031928006748652	1	1	1	regulation of male pigmentation	BP	1	1
GO:0048092	0.031928006748652	1	1	1	negative regulation of male pigmentation	BP	1	1
GO:0016903	0.0320026138617502	0.988638737879193	8	48	oxidoreductase activity, acting on the aldehyde or oxo group of donors	MF	1	1
GO:0009620	0.0320726700540815	0.985403789238872	13	72	response to fungus	BP	1	1
GO:0046365	0.0321113904602854	0.994060718346834	4	13	monosaccharide catabolic process	BP	1	1
GO:0006032	0.0324261480484765	0.993707460382034	4	16	chitin catabolic process	BP	1	1
GO:0017085	0.0325625013714485	0.995090148836076	3	21	response to insecticide	BP	1	1
GO:0072330	0.0327699949903415	0.986566961170283	10	74	monocarboxylic acid biosynthetic process	BP	1	1
GO:0043296	0.0328331213023242	0.985765852778924	12	55	apical junction complex	CC	1	1
GO:1990255	0.0328579585751708	0.997007788998402	3	5	subsynaptic reticulum organization	BP	1	1
GO:0004850	0.0329596132844245	0.998712741022548	2	3	uridine phosphorylase activity	MF	1	1
GO:0006218	0.0329596132844245	0.998712741022548	2	3	uridine catabolic process	BP	1	1
GO:0046108	0.0329596132844245	0.998712741022548	2	3	uridine metabolic process	BP	1	1
GO:0009081	0.0330057580629835	0.99397242276952	4	12	branched-chain amino acid metabolic process	BP	1	1
GO:0016716	0.0331219666818903	0.996453631012862	3	6	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen	MF	1	1
GO:0016799	0.0332441932669793	0.993782388770276	4	13	hydrolase activity, hydrolyzing N-glycosyl compounds	MF	1	1
GO:0000077	0.0334785488461603	0.987470437706704	9	41	DNA damage checkpoint signaling	BP	1	1
GO:0033627	0.033851297961015	0.988816081364067	8	25	cell adhesion mediated by integrin	BP	1	1
GO:0010675	0.0343950910531651	0.990145867160601	6	26	regulation of cellular carbohydrate metabolic process	BP	1	1
GO:0006210	0.0345322946838768	1	2	2	thymine catabolic process	BP	1	1
GO:0019859	0.0345322946838768	1	2	2	thymine metabolic process	BP	1	1
GO:0046658	0.0346882122808262	0.995153854872899	3	11	anchored component of plasma membrane	CC	1	1
GO:0006000	0.0346946819181347	0.997439452740991	2	7	fructose metabolic process	BP	1	1
GO:0046113	0.0350146777809102	0.995354094398031	3	9	nucleobase catabolic process	BP	1	1
GO:0043062	0.0350224664753833	0.982486235146208	16	84	extracellular structure organization	BP	1	1
GO:0006026	0.0354170812613484	0.990883746392881	5	28	aminoglycan catabolic process	BP	1	1
GO:0035009	0.0358649114635273	0.996613285729409	3	5	negative regulation of melanization defense response	BP	1	1
GO:0019842	0.0360318949050204	0.984980122354762	10	75	vitamin binding	MF	1	1
GO:0071772	0.0360507868074201	0.983437184554112	13	65	response to BMP	BP	1	1
GO:0140678	0.036220073567485	0.995977757119554	3	6	molecular function inhibitor activity	MF	1	1
GO:0009112	0.0363576113100621	0.989501361804478	6	25	nucleobase metabolic process	BP	1	1
GO:0032958	0.0366685208113416	0.995907365679153	3	6	inositol phosphate biosynthetic process	BP	1	1
GO:0090092	0.0367919943699922	0.983522179036771	12	66	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	BP	1	1
GO:0014074	0.0368038753454736	0.995018342256359	3	9	response to purine-containing compound	BP	1	1
GO:0030246	0.0368269276669748	0.982982462283424	12	123	carbohydrate binding	MF	1	1
GO:0051316	0.0373802250947502	0.999644412673731	1	2	attachment of spindle microtubules to kinetochore involved in meiotic chromosome segregation	BP	1	1
GO:0046348	0.0374997050700533	0.992223957975408	4	18	amino sugar catabolic process	BP	1	1
GO:1901072	0.0374997050700533	0.992223957975408	4	18	glucosamine-containing compound catabolic process	BP	1	1
GO:0046332	0.03752113505868	0.993579398917028	4	9	SMAD binding	MF	1	1
GO:0007488	0.0375868446523611	0.992840168367799	4	12	histoblast morphogenesis	BP	1	1
GO:0043169	0.0376938838290094	0.970676698660718	102	1082	cation binding	MF	1	1
GO:0030229	0.0377508188811655	0.999637257775171	1	2	very-low-density lipoprotein particle receptor activity	MF	1	1
GO:0008305	0.0377783175949835	0.99532747263833	3	7	integrin complex	CC	1	1
GO:0098636	0.0377783175949835	0.99532747263833	3	7	protein complex involved in cell adhesion	CC	1	1
GO:0048138	0.0378866543371364	0.989477287029319	6	19	germ-line cyst encapsulation	BP	1	1
GO:0047938	0.0380751956469356	1	1	1	glucose-6-phosphate 1-epimerase activity	MF	1	1
GO:1902475	0.0382762190246522	0.992083792872594	4	17	L-alpha-amino acid transmembrane transport	BP	1	1
GO:0098552	0.0383527371877802	0.979915903334637	17	110	side of membrane	CC	1	1
GO:0050839	0.038615517207157	0.98247258337176	12	72	cell adhesion molecule binding	MF	1	1
GO:0015574	0.0387218741803631	0.998343785741874	2	3	trehalose transmembrane transporter activity	MF	1	1
GO:0010715	0.0387934572105224	1	1	1	regulation of extracellular matrix disassembly	BP	1	1
GO:0010716	0.0387934572105224	1	1	1	negative regulation of extracellular matrix disassembly	BP	1	1
GO:0030055	0.0388490167633443	0.984243732990068	10	44	cell-substrate junction	CC	1	1
GO:0098655	0.0389838853656645	0.975863016069869	28	275	cation transmembrane transport	BP	1	1
GO:0010677	0.0399154659839462	0.999594012630187	1	2	negative regulation of cellular carbohydrate metabolic process	BP	1	1
GO:0045912	0.0399154659839462	0.999594012630187	1	2	negative regulation of carbohydrate metabolic process	BP	1	1
GO:0070874	0.0399154659839462	0.999594012630187	1	2	negative regulation of glycogen metabolic process	BP	1	1
GO:0090329	0.0400468005677532	0.988095625164074	6	26	regulation of DNA-templated DNA replication	BP	1	1
GO:0032438	0.0403063773134767	0.999585938094478	1	2	melanosome organization	BP	1	1
GO:0042030	0.040325283715251	0.998234988610164	2	3	ATPase inhibitor activity	MF	1	1
GO:0016175	0.0406683332451917	0.99957838927185	1	2	superoxide-generating NAD(P)H oxidase activity	MF	1	1
GO:0042276	0.0406988592163151	0.998209264811047	2	3	error-prone translesion synthesis	BP	1	1
GO:0140359	0.0408822712216312	0.984874659829941	8	44	ABC-type transporter activity	MF	1	1
GO:0035377	0.0412987473255703	1	1	1	transepithelial water transport	BP	1	1
GO:0090137	0.0412987473255703	1	1	1	epithelial cell-cell adhesion involved in epithelium migration	BP	1	1
GO:1903077	0.0412987473255703	1	1	1	negative regulation of protein localization to plasma membrane	BP	1	1
GO:1903387	0.0412987473255703	1	1	1	positive regulation of homophilic cell adhesion	BP	1	1
GO:1903681	0.0412987473255703	1	1	1	regulation of epithelial cell-cell adhesion involved in epithelium migration	BP	1	1
GO:1903683	0.0412987473255703	1	1	1	positive regulation of epithelial cell-cell adhesion involved in epithelium migration	BP	1	1
GO:1904376	0.0412987473255703	1	1	1	negative regulation of protein localization to cell periphery	BP	1	1
GO:1905476	0.0412987473255703	1	1	1	negative regulation of protein localization to membrane	BP	1	1
GO:0031225	0.041454770310152	0.993562958598633	3	13	anchored component of membrane	CC	1	1
GO:0005178	0.0417642286961378	0.989442035776314	5	18	integrin binding	MF	1	1
GO:0046426	0.0417714499482402	0.988257895309187	6	18	negative regulation of receptor signaling pathway via JAK-STAT	BP	1	1
GO:1904893	0.0417714499482402	0.988257895309187	6	18	negative regulation of receptor signaling pathway via STAT	BP	1	1
GO:0009164	0.0420428925957916	0.990955014152979	4	18	nucleoside catabolic process	BP	1	1
GO:0034656	0.0420428925957916	0.990955014152979	4	18	nucleobase-containing small molecule catabolic process	BP	1	1
GO:0048094	0.0424396268484374	0.99954044284864	1	2	male pigmentation	BP	1	1
GO:2001259	0.0424994128923788	0.990573834304885	4	22	positive regulation of cation channel activity	BP	1	1
GO:0035725	0.0427119986378147	0.984679243304123	7	75	sodium ion transmembrane transport	BP	1	1
GO:0015291	0.0427479624183845	0.979799445338058	12	122	secondary active transmembrane transporter activity	MF	1	1
GO:0015217	0.0429520306300148	0.998051138892669	2	3	ADP transmembrane transporter activity	MF	1	1
GO:0022898	0.0431632380209316	0.984996592611977	7	42	regulation of transmembrane transporter activity	BP	1	1
GO:0032409	0.0431632380209316	0.984996592611977	7	42	regulation of transporter activity	BP	1	1
